M9 —— 步態（★★★ 承重、連續、動態觸地）　模式：播放 A_kp250_walk.json

⚠️⚠️ 確認：狗趴在地上、16 顆洩力、**吊帶掛在 292 mm 以下且鬆弛**、
      **地面淨空且留出走動空間**、第二個終端機備著 estop。

✅ 結構檢查通過
✅ 16 顆全部洩力中
✅ mc_ctrl PID=2411 狀態=S
✅ 機身姿態 roll -0.3° pitch +0.8°
✅ 前後膝反號（後腿往前彎，原廠預設）

軌跡檔：前進　duty 0.8 ω 1.4 d_step 0.1 x_off -0.03 g_c 0.048 z_sag 0.0360

RL policy：cpg_rl_max_v2_3_np.npz　preset v2.3　obs 66 act 10　sha 5a9de707c38b
  指令 vx 0.3 wz 0　混合比例 1　起步淡入 50 步
✅ 基準步態與 policy 訓練基準一致（說兩次）
✅ 推論 0.18 ms/步（預算 10 ms）

互動模式　最壞情況 52.0 秒：
  站起來 6.5 ＋ 等①10 ＋ 降增益 1.5 ＋ 淡入 3.0 ＋ 走 10 ＋ 淡出 3.0 ＋ 升增益 1.5 ＋ 等③10 ＋ 趴下 6.5
  （等②就是「走」那段；三個等待逾時都是自動往下走，不是中止）
✅ 在承重上限 60 秒之內

步態最大命令速度 9.61 rad/s（bl3_knee_pitch）　上限 14.0
✅ 在上限內（⚠️ 保護門檻 --vmax 18.0 必須高於這個，否則會誤中止）
✅ 步態全程在機構限位內

增益：步態 ABAD 60 / HIP·KNEE 250　kd 2.0（站立段一律 250）　輪 **kp 0** kd 0.5（純阻尼）
保護：力矩 ABAD 50 / HIP 50 / KNEE 70、硬上限 120
      誤差 0.6 rad、速度 18.0 rad/s、傾角 ±20°、迴圈間隔 250 ms

✅ 已凍結 mc_ctrl（T）

     t           階段     kp     最大|誤差|    最大|τ|               關節   roll  pitch      輪速
  0.00      RAMP_UP      0     0.0000     0.10     fl1_hip_roll   -0.3   +0.8    0.00
  0.25      RAMP_UP     31     0.0000     0.06   bl3_knee_pitch   -0.3   +0.8    0.00
  0.50      RAMP_UP     63     0.0000     0.09   bl3_knee_pitch   -0.3   +0.8    0.00
  0.76      RAMP_UP     94     0.0000     0.08    bl2_hip_pitch   -0.3   +0.8    0.00
  1.01      RAMP_UP    126     0.0000     0.14     fl1_hip_roll   -0.3   +0.8    0.00
  1.26      RAMP_UP    158     0.0000     0.08     fl1_hip_roll   -0.3   +0.8    0.00
  1.51      RAMP_UP    189     0.0000     0.10     fl1_hip_roll   -0.3   +0.8    0.00
  1.76      RAMP_UP    220     0.0000     0.21     fl1_hip_roll   -0.3   +0.8    0.00

  ▸ RAMP_UP 結束（時間到），進入 GO_crouch

  2.02    GO_crouch    250     0.0002     0.16     fr1_hip_roll   -0.3   +0.8    0.00
  2.27    GO_crouch    250     0.0428     9.65     fl1_hip_roll   -0.3   +0.8    0.20
  2.52    GO_crouch    250     0.1064    24.61   bl3_knee_pitch   +0.1   +0.1    0.75
  2.78    GO_crouch    250     0.1250    27.41     fl1_hip_roll   +0.4   -0.4    1.50
  3.03    GO_crouch    250     0.1328    29.50     fr1_hip_roll   +0.8   -0.7    1.18
  3.28    GO_crouch    250     0.0995    23.42   bl3_knee_pitch   +0.7   -1.3    1.12

  ▸ GO_crouch 結束（時間到），進入 HOLD_crouch

  3.53  HOLD_crouch    250     0.0931    23.22     fr1_hip_roll   +0.5   -1.4    0.25
  3.79  HOLD_crouch    250     0.0919    23.01   bl3_knee_pitch   +0.6   -1.4    0.00
  4.04  HOLD_crouch    250     0.0919    23.01   bl3_knee_pitch   +0.6   -1.4    0.04
  4.29  HOLD_crouch    250     0.0919    22.92   bl3_knee_pitch   +0.6   -1.4    0.00
  4.55  HOLD_crouch    250     0.0919    23.00   bl3_knee_pitch   +0.6   -1.4    0.22
  4.80  HOLD_crouch    250     0.0904    22.60   bl3_knee_pitch   +0.7   -1.5    0.08

  ▸ HOLD_crouch 結束（時間到），進入 GO_stand

  5.05     GO_stand    250     0.0917    22.87   bl3_knee_pitch   +0.7   -1.5    0.03
  5.30     GO_stand    250     0.1131    24.84   fr3_knee_pitch   +0.9   -1.4    0.52
  5.56     GO_stand    250     0.1188    24.12   bl3_knee_pitch   +0.7   -1.5    0.51
  5.81     GO_stand    250     0.1120    22.35   fr3_knee_pitch   +0.8   -1.6    0.40
  6.07     GO_stand    250     0.0981    19.67   fr3_knee_pitch   +0.8   -1.6    0.52
  6.32     GO_stand    250     0.0801    17.65   fr3_knee_pitch   +0.8   -1.6    0.13

  ▸ GO_stand 結束（時間到），進入 READY

  6.57        READY    250     0.0664    16.72   fr3_knee_pitch   +0.8   -1.6    0.00
  6.82        READY    250     0.0660    16.70   fr3_knee_pitch   +0.8   -1.6    0.00
  7.08        READY    250     0.0660    16.73   fr3_knee_pitch   +0.8   -1.6    0.01
  7.33        READY    250     0.0660    16.67   fr3_knee_pitch   +0.8   -1.6    0.02
  7.58        READY    250     0.0660    16.75   fr3_knee_pitch   +0.8   -1.6    0.03
  7.84        READY    250     0.0660    16.75   fr3_knee_pitch   +0.8   -1.6    0.00
  8.09        READY    250     0.0660    16.68   fr3_knee_pitch   +0.8   -1.6    0.00
  8.34        READY    250     0.0660    16.74   fr3_knee_pitch   +0.8   -1.6    0.03
  8.59        READY    250     0.0660    16.65   fr3_knee_pitch   +0.8   -1.6    0.00
  8.85        READY    250     0.0660    16.71   fr3_knee_pitch   +0.8   -1.6    0.00
  9.10        READY    250     0.0660    16.73   fr3_knee_pitch   +0.8   -1.6    0.03
  9.35        READY    250     0.0660    16.66   fr3_knee_pitch   +0.8   -1.6    0.00
  9.60        READY    250     0.0660    16.73   fr3_knee_pitch   +0.8   -1.6    0.04
  9.86        READY    250     0.0641    16.25   fr3_knee_pitch   +0.7   -1.6    0.01
 10.11        READY    250     0.0641    16.15   fr3_knee_pitch   +0.7   -1.6    0.00
 10.36        READY    250     0.0641    16.18   fr3_knee_pitch   +0.7   -1.6    0.00
 10.62        READY    250     0.0641    16.16   fr3_knee_pitch   +0.7   -1.6    0.00
 10.87        READY    250     0.0641    16.21   fr3_knee_pitch   +0.7   -1.6    0.07
 11.12        READY    250     0.0637    16.16   fr3_knee_pitch   +0.7   -1.6    0.00
 11.37        READY    250     0.0637    16.09   fr3_knee_pitch   +0.7   -1.6    0.00
 11.62        READY    250     0.0637    16.12   fr3_knee_pitch   +0.7   -1.6    0.00
 11.88        READY    250     0.0637    16.15   fr3_knee_pitch   +0.7   -1.6    0.00
 12.13        READY    250     0.0637    16.12   fr3_knee_pitch   +0.7   -1.6    0.00
 12.38        READY    250     0.0637    16.14   fr3_knee_pitch   +0.8   -1.6    0.00
 12.64        READY    250     0.0637    16.10   fr3_knee_pitch   +0.8   -1.6    0.00
 12.89        READY    250     0.0637    16.13   fr3_knee_pitch   +0.8   -1.6    0.00
 13.14        READY    250     0.0637    16.17   fr3_knee_pitch   +0.8   -1.6    0.00

  ▸ READY 結束（按下 Enter），進入 KP_DOWN

 13.39      KP_DOWN    250     0.0637    16.10   fr3_knee_pitch   +0.8   -1.6    0.00
 13.64      KP_DOWN    250     0.0637    16.11   fr3_knee_pitch   +0.7   -1.6    0.00
 13.89      KP_DOWN    250     0.0630    15.93   fr3_knee_pitch   +0.7   -1.6    0.00
 14.15      KP_DOWN    250     0.0626    15.77   fr3_knee_pitch   +0.7   -1.6    0.03
 14.40      KP_DOWN    250     0.0625    15.70   bl3_knee_pitch   +0.7   -1.6    0.00
 14.65      KP_DOWN    250     0.0625    15.69   fr3_knee_pitch   +0.7   -1.7    0.00

  ▸ KP_DOWN 結束（時間到），進入 GAIT_IN

 14.91      GAIT_IN    250     0.0623    15.72   bl3_knee_pitch   +0.7   -1.7    0.00
 15.16      GAIT_IN    250     0.0634    16.03   bl3_knee_pitch   +0.7   -1.7    0.00
 15.42      GAIT_IN    250     0.0682    16.91   bl3_knee_pitch   +0.8   -1.7    0.35
 15.67      GAIT_IN    250     0.0752    19.00   br3_knee_pitch   +1.3   -1.9    0.81
 15.92      GAIT_IN    250     0.0974    21.59   fl3_knee_pitch   -0.7   -0.8    1.53
 16.18      GAIT_IN    250     0.0850    19.39   br3_knee_pitch   +1.6   -1.5    0.84
 16.43      GAIT_IN    250     0.1362    20.14    bl2_hip_pitch   -0.6   -2.9    1.54
 16.68      GAIT_IN    250     0.1647    27.70    fl2_hip_pitch   -1.6   -0.8    2.21
 16.93      GAIT_IN    250     0.0712    16.31   fl3_knee_pitch   +1.1   -2.1    1.24
 17.19      GAIT_IN    250     0.1783    25.03   bl3_knee_pitch   +1.4   -2.5    2.06
 17.44      GAIT_IN    250     0.1733    26.31   fr3_knee_pitch   +1.6   -0.6    1.33
 17.69      GAIT_IN    250     0.3671    53.23   br3_knee_pitch   +3.9   -1.8    1.27

  ▸ GAIT_IN 結束（時間到），進入 GAIT

 17.94         GAIT    250     0.0894    26.37    fr2_hip_pitch   +1.6   -2.1    1.89
 18.19         GAIT    250     0.1257    22.42   fr3_knee_pitch   +3.0   -0.0    1.27
 18.45         GAIT    250     0.1861    25.78   bl3_knee_pitch   +5.5   -2.0    2.47
 18.70         GAIT    250     0.2206    29.11    fr2_hip_pitch   +4.5   -1.5    1.80
 18.95         GAIT    250     0.3239    45.80   bl3_knee_pitch   +1.3   -1.0    2.56
 19.20         GAIT    250     0.1309    33.74   fl3_knee_pitch   +3.0   -0.5   22.64
 19.45         GAIT    250     0.2154    20.65   fr3_knee_pitch   +3.1   -1.2    1.30
 19.71         GAIT    250     0.1304    29.95   br3_knee_pitch   +2.4   -1.9    4.24
 19.96         GAIT    250     0.2343    30.00   br3_knee_pitch   +2.3   -1.6    2.85
 20.21         GAIT    250     0.1207    27.06   fl3_knee_pitch   +5.5   -1.9    1.50

  ▸ GAIT 結束（按下 Enter），進入 GAIT_OUT


  ▸ policy 退回開迴路 A（按停淡出：淡出段走純 A）—— 走路繼續

 20.47     GAIT_OUT    250     0.1781    34.28    fr2_hip_pitch   +3.2   -2.7    2.35
 20.72     GAIT_OUT    250     0.2284    40.91    fl2_hip_pitch   +2.1   -0.5    2.43
 20.97     GAIT_OUT    250     0.1233    25.34    br2_hip_pitch   +5.7   -3.2    1.78
 21.23     GAIT_OUT    250     0.1574    26.01   br3_knee_pitch   +1.5   -3.7    2.23
 21.48     GAIT_OUT    250     0.2388    48.28   fl3_knee_pitch   +2.1   +0.2    3.83
 21.73     GAIT_OUT    250     0.1623    15.14   fl3_knee_pitch   +5.7   -1.8    2.48
 21.99     GAIT_OUT    250     0.1162    21.48   bl3_knee_pitch   +1.6   -3.8    5.63
